object_id,utility_id,company_name,utility_type,electric_type,service_class,shape_area,shape_length
467,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,1754537.5941272615,5207.012426479741
468,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,245608969.95413798,149498.73407173963
469,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,137875.41510229878,1622.1612853502704
470,3200.0,Taylor County R.E.C.C.,200,RECC,RECC Taylor County R.E.C.C.,28900030379.919266,1670030.0483138778
471,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,7864411.588165518,13189.613756916568
472,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,124776279.91019168,102836.7009675183
473,2700.0,Nolin R.E.C.C.,200,RECC,RECC Nolin R.E.C.C.,21894249.175070565,18867.068688947733
474,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,8003539.388825458,12236.31805060479
475,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,215784104.0152622,94759.81243301954
476,1000.0,Big Sandy R.E.C.C.,200,RECC,RECC Big Sandy R.E.C.C.,118460822.22479282,56960.48643015291
477,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,661708226.8843327,222279.48163905903
478,300.0,Kentucky Power Company,100,Investor Owned,Investor Owned Kentucky Power Company,5037810139.402302,1055759.5008138048
479,2000100.0,Kenergy Corp,200,RECC,RECC Kenergy Corp,74131475499.99142,4148344.602110777
480,2600.0,Meade County R.E.C.C.,200,RECC,RECC Meade County R.E.C.C.,465687727.4236457,124706.63096039848
481,2600.0,Meade County R.E.C.C.,200,RECC,RECC Meade County R.E.C.C.,30825605.76473376,21977.740142298906
482,500.0,Louisville Gas and Electric Company,100,Investor Owned,Investor Owned Louisville Gas and Electric Company,34939614.21242367,28303.51056810625
483,1200.0,"Clark Energy Cooperative, Inc.",200,RECC,"RECC Clark Energy Cooperative, Inc.",653755194.8260942,154664.35848173033
484,500.0,Louisville Gas and Electric Company,100,Investor Owned,Investor Owned Louisville Gas and Electric Company,9231790.499423586,16350.47955033336
485,1000.0,Big Sandy R.E.C.C.,200,RECC,RECC Big Sandy R.E.C.C.,12840247838.423708,1762396.447614682
486,2500.0,Licking Valley R.E.C.C.,200,RECC,RECC Licking Valley R.E.C.C.,28965179183.159954,1826426.957032917
487,2900.0,Salt River Electric Cooperative,200,RECC,RECC Salt River Electric Cooperative,26807437129.953938,2192801.9621964945
488,2000200.0,Blue Grass Energy Cooperative Corp.,200,RECC,RECC Blue Grass Energy Cooperative Corp.,11536018614.866959,1250022.7431182824
489,1200.0,"Clark Energy Cooperative, Inc.",200,RECC,"RECC Clark Energy Cooperative, Inc.",21682516954.14513,1302025.1164512231
490,0.0,Frankfort Electric and Water Plant,0,Municipal,Municipal,1673547533.3168378,433737.691888425
491,3000.0,"Shelby Energy Cooperative, Inc.",200,RECC,"RECC Shelby Energy Cooperative, Inc.",805540722.220593,194716.164490521
492,3000.0,"Shelby Energy Cooperative, Inc.",200,RECC,"RECC Shelby Energy Cooperative, Inc.",248321409.55846503,97562.12096519105
493,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,798574988.5010124,261253.61159861393
494,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,120415500.35242578,93201.88803101884
495,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,20703611582.346123,1654560.211427549
496,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,383272124.86989075,207217.05738308717
497,2000200.0,Blue Grass Energy Cooperative Corp.,200,RECC,RECC Blue Grass Energy Cooperative Corp.,297877.1831504594,2031.3491930532957
498,2300.0,Jackson Energy Cooperative,200,Multi-Service A,Multi-Service A Jackson Energy Cooperative,200360540.232291,108751.22822709152
499,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,79130441.1671567,38866.508963574495
500,0.0,Warren RECC,0,TVA,TVA Warren RECC,61042973862.58575,2414739.777962323
501,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,433860398.32243377,187716.21665328587
502,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,588740239.2988349,211819.77183150075
503,0.0,Berea City Utilities,0,Municipal,Municipal,408691020.69105995,124650.28706050444
504,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,23200732.18262329,22469.250745205074
505,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,12664356.881769583,17664.254969109516
506,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,825952992.2814689,307468.9060574157
507,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,143985222.08290574,56374.426825643044
508,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,78715808.26692404,39300.40030939147
509,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,104227730.20826373,62250.08666457097
510,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,247459183.49643698,94340.46247089434
511,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,22382738.78255141,18101.424943414433
512,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,167350936.60513094,82336.28007137557
513,300.0,Kentucky Power Company,100,Investor Owned,Investor Owned Kentucky Power Company,91409884.07771845,46986.490024860825
514,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,2264551.223571464,6594.325679352636
515,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,444746.7818757265,2513.2377008920466
516,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,77889554.09734717,49756.305429489905
517,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,4670113.850309882,12622.146451186967
518,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,5879496.607933344,10394.61940452626
519,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,824899.1031344382,3374.9255491730305
520,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,789993.3330603107,3411.340596936966
521,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,20158544.306730364,20755.69352385015
522,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,21873803.39637283,20026.672176008553
523,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,76263056.25753696,45498.829723421644
524,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,277980510.83376104,134418.1080643342
525,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,22680792.52070685,19079.99749219808
526,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,44172086.94269518,35395.57180667719
527,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,251267634.22632912,172336.99107866606
528,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,147891485.34218088,67780.03222679446
529,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,242853270.58021054,112234.80556119932
530,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,417304052.99572384,197236.34572239098
531,2000200.0,Blue Grass Energy Cooperative Corp.,200,RECC,RECC Blue Grass Energy Cooperative Corp.,3895023286.4702067,623776.9273738103
532,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,1081516.5976824362,4668.203986754599
533,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,270121533.33855754,136492.1064373424
534,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,106442815.0710603,51795.11060493717
535,2200.0,Inter-County Energy Cooperative,200,RECC,RECC Inter-County Energy Cooperative,32605225988.690174,2961477.8580633285
536,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,13984460.810544474,16274.999577657956
537,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,4398902.968688128,8462.046630333125
538,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,21246100.18445109,23349.25561183737
539,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,8843850.828863628,11873.801983422918
540,0.0,Owensboro Municipal Utilities,0,Municipal,Municipal,654255570.6098374,133634.32597529897
541,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,10476740.507763091,16337.518275977187
542,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,4572540.331477451,8454.55625193276
543,2900.0,Salt River Electric Cooperative,200,RECC,RECC Salt River Electric Cooperative,222629967.51800707,74468.91645424071
544,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,49241922.754357755,41023.78211407867
545,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,18407415.48124917,18147.477426577098
546,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,246851875.8443186,137379.62407056827
547,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,133718149.21835919,78954.09651118028
548,2200.0,Inter-County Energy Cooperative,200,RECC,RECC Inter-County Energy Cooperative,356955528.5170191,140427.98058154155
549,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,48511988.72115961,50983.007629813495
550,0.0,Bardstown Municipal Electric Light &,0,Municipal,Municipal,158520051.09484622,69111.02443571022
551,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,918355615.4011391,363617.41947589937
552,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,109225872.60170619,84928.00836247782
553,1200.0,"Clark Energy Cooperative, Inc.",200,RECC,"RECC Clark Energy Cooperative, Inc.",205761643.610808,78635.98993122952
554,2300.0,Jackson Energy Cooperative,200,RECC,RECC Jackson Energy Cooperative,57019590126.26828,3263793.377678645
555,2000200.0,Blue Grass Energy Cooperative Corp.,200,RECC,RECC Blue Grass Energy Cooperative Corp.,43326311.196925335,32248.537492997242
556,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,112586155.7166185,65508.881524164244
557,0.0,Nicholasville Municipal Electric Sys,0,Municipal,Municipal,85211747.09164494,56528.23862769431
558,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,407574225.2338873,192739.96203375614
559,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,43456583.4571322,28194.011551018666
560,1200.0,"Clark Energy Cooperative, Inc.",200,RECC,"RECC Clark Energy Cooperative, Inc.",76375675.74022849,39338.978339282556
561,2600.0,Meade County R.E.C.C.,200,RECC,RECC Meade County R.E.C.C.,26977662696.259457,1093418.0133596545
562,3000.0,"Shelby Energy Cooperative, Inc.",200,RECC,"RECC Shelby Energy Cooperative, Inc.",1852808866.6068397,267181.87695893645
563,3000.0,"Shelby Energy Cooperative, Inc.",200,RECC,"RECC Shelby Energy Cooperative, Inc.",353475189.1074294,106084.49051560156
564,2000200.0,Blue Grass Energy Cooperative Corp.,200,RECC,RECC Blue Grass Energy Cooperative Corp.,73359441.52159533,38031.10633382884
565,1200.0,"Clark Energy Cooperative, Inc.",200,RECC,"RECC Clark Energy Cooperative, Inc.",4834015508.186242,691817.9154435581
566,0.0,Paris Combined Utilities,0,Municipal,Municipal,59322132.96189615,60706.094162646215
567,0.0,Frankfort Electric and Water Plant,0,Municipal,Municipal,71212.47946765028,1096.2409374854803
568,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,1157152176.6060212,322110.23927986226
569,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,3034611765.645051,1162718.2051379762
570,0.0,Olive Hill Municipal Lighting and Ga,0,Municipal,Municipal,127895769.21062684,62171.77524927968
571,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,757986805.877425,279059.28854300105
572,3000.0,"Shelby Energy Cooperative, Inc.",200,RECC,"RECC Shelby Energy Cooperative, Inc.",2469602171.496889,504780.68892742466
573,2000200.0,Blue Grass Energy Cooperative Corp.,200,RECC,RECC Blue Grass Energy Cooperative Corp.,2097057276.906622,325859.4906311503
574,2000200.0,Blue Grass Energy Cooperative Corp.,200,RECC,RECC Blue Grass Energy Cooperative Corp.,62608536.43562298,38298.11483831219
575,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,909821991.2105097,209047.1812384652
576,300.0,Kentucky Power Company,100,Investor Owned,Investor Owned Kentucky Power Company,3868423640.9833875,547077.3957695396
577,3000.0,"Shelby Energy Cooperative, Inc.",200,RECC,"RECC Shelby Energy Cooperative, Inc.",3508035578.374797,570720.8158139349
578,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,1642559815.2129536,595731.232399681
579,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,1057766159.9430753,412948.1518594
580,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,78895017.86624391,41619.95441795958
581,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,36489257.04464683,31983.691044741634
582,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,438201541.20660466,267697.3217235113
583,1600.0,Fleming-Mason Energy Cooperative,200,RECC,RECC Fleming-Mason Energy Cooperative,275749406.27986693,100112.13157186421
584,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,390072948.6595892,173518.78860454852
585,2800.0,"Owen Electric Cooperative, Inc.",200,RECC,"RECC Owen Electric Cooperative, Inc.",108845770.80957703,63668.95723695376
586,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,201071749.8959332,106070.07881572771
587,0.0,Vanceburg Electric & Gas Systems,0,Municipal,Municipal,160444057.18204415,46464.97695379095
588,0.0,Williamstown Utility Commission,0,Municipal,Municipal,247678758.6514966,124291.45435404815
589,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,2011397679.4513605,599802.2664981381
590,0.0,Falmouth City Utilities,0,Municipal,Municipal,44730881.160580896,23709.05102489705
591,1600.0,Fleming-Mason Energy Cooperative,200,RECC,RECC Fleming-Mason Energy Cooperative,36493687384.21482,1976869.650354216
592,2800.0,"Owen Electric Cooperative, Inc.",200,RECC,"RECC Owen Electric Cooperative, Inc.",66157.17553204225,930.8312846112992
593,1800.0,Grayson R.E.C.C.,200,RECC,RECC Grayson R.E.C.C.,25061978447.5708,1694501.2146106877
594,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,1407739.2090945821,4224.407610135897
595,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,302051.2468947944,1959.5188555132922
596,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,2705196407.696415,1032005.6611716184
597,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,288399.27567037306,2323.1228496598524
598,1600.0,Fleming-Mason Energy Cooperative,200,RECC,RECC Fleming-Mason Energy Cooperative,1042392919.3607218,186631.51660590377
599,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,3241451.3038344127,7565.598693326616
600,300.0,Kentucky Power Company,100,Investor Owned,Investor Owned Kentucky Power Company,96450193507.84402,3894677.271504355
601,1600.0,Fleming-Mason Energy Cooperative,200,RECC,RECC Fleming-Mason Energy Cooperative,226963074.93475133,76352.84685101328
602,2000200.0,Blue Grass Energy Cooperative Corp.,200,RECC,RECC Blue Grass Energy Cooperative Corp.,21723473238.554226,1989121.882280366
603,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,2591939643.5185094,661229.210577338
604,2000200.0,Blue Grass Energy Cooperative Corp.,200,RECC,RECC Blue Grass Energy Cooperative Corp.,182582613.78188533,77232.51339079205
605,2800.0,"Owen Electric Cooperative, Inc.",200,RECC,"RECC Owen Electric Cooperative, Inc.",123227999.2922223,62533.679989520526
606,2800.0,"Owen Electric Cooperative, Inc.",200,RECC,"RECC Owen Electric Cooperative, Inc.",68592914.92962253,33542.48944033559
607,2800.0,"Owen Electric Cooperative, Inc.",200,RECC,"RECC Owen Electric Cooperative, Inc.",88930197.42939857,42674.01626303433
608,2800.0,"Owen Electric Cooperative, Inc.",200,RECC,"RECC Owen Electric Cooperative, Inc.",16148275.763310542,21763.455626540883
609,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,1305218440.9916732,473367.4751456185
610,2800.0,"Owen Electric Cooperative, Inc.",200,RECC,"RECC Owen Electric Cooperative, Inc.",13502264.043119693,19225.33973961522
611,2800.0,"Owen Electric Cooperative, Inc.",200,RECC,"RECC Owen Electric Cooperative, Inc.",100750240.2359221,68593.52098502425
612,2800.0,"Owen Electric Cooperative, Inc.",200,RECC,"RECC Owen Electric Cooperative, Inc.",522580611.31438106,111508.3956136564
613,2800.0,"Owen Electric Cooperative, Inc.",200,RECC,"RECC Owen Electric Cooperative, Inc.",7124318780.684466,921534.4604245921
614,800.0,"Owen Electric Cooperative, Inc.",200,RECC,"RECC Owen Electric Cooperative, Inc.",75855778.62556297,69358.45824246433
615,2800.0,"Owen Electric Cooperative, Inc.",200,RECC,"RECC Owen Electric Cooperative, Inc.",49716062.77628673,31858.24572401315
616,2800.0,"Owen Electric Cooperative, Inc.",200,RECC,"RECC Owen Electric Cooperative, Inc.",28315211.430637535,30120.35150877079
617,2800.0,"Owen Electric Cooperative, Inc.",200,RECC,"RECC Owen Electric Cooperative, Inc.",853212149.9762051,177879.4345068873
618,2800.0,"Owen Electric Cooperative, Inc.",200,RECC,"RECC Owen Electric Cooperative, Inc.",43221795.86800498,28899.606281254768
619,2800.0,"Owen Electric Cooperative, Inc.",200,RECC,"RECC Owen Electric Cooperative, Inc.",372322555.472487,133934.50958769544
620,2800.0,"Owen Electric Cooperative, Inc.",200,RECC,"RECC Owen Electric Cooperative, Inc.",6273.528140130428,323.65405238119246
621,0.0,Henderson Municipal Power & Light,0,Municipal,Municipal,534672916.34826547,157370.24181052155
622,1001200.0,"Duke Energy Kentucky, Inc.",100,Investor Owned,"Investor Owned Duke Energy Kentucky, Inc.",8174053979.399236,1872535.993978153
623,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,86372681.61698152,50410.82850193463
624,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,32760908790.779606,4926983.504412073
625,2000200.0,Blue Grass Energy Cooperative Corp.,200,RECC,RECC Blue Grass Energy Cooperative Corp.,6885156974.750421,891204.8437203986
626,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,138108928.3458998,85180.09850909606
627,2800.0,"Owen Electric Cooperative, Inc.",200,RECC,"RECC Owen Electric Cooperative, Inc.",22203516510.59353,1877683.2091468219
628,2700.0,Nolin R.E.C.C.,200,RECC,RECC Nolin R.E.C.C.,2923180.667014279,10183.69281071995
629,2700.0,Nolin R.E.C.C.,200,RECC,RECC Nolin R.E.C.C.,166480.27026334728,1614.8450600375727
630,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,788883555.2695733,326678.738036398
631,2700.0,Nolin R.E.C.C.,200,RECC,RECC Nolin R.E.C.C.,20824616990.56252,2229832.955976633
632,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,577195116.9835232,363069.24047153024
633,3100.0,South Kentucky R.E.C.C.,200,RECC,RECC South Kentucky R.E.C.C.,60237310757.54275,2425692.5511264578
634,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,362455179.1363205,113198.69923781743
635,3000.0,"Shelby Energy Cooperative, Inc.",200,RECC,"RECC Shelby Energy Cooperative, Inc.",9899957581.155008,1289142.939925546
636,500.0,Louisville Gas and Electric Company,100,Investor Owned,Investor Owned Louisville Gas and Electric Company,20489609883.599846,1458059.04613289
637,0.0,Fulton Electric & Gas Systems,0,Municipal,Municipal,201953632.96367735,86621.18121181642
638,0.0,Hickman Electric & Gas Systems,0,Municipal,Municipal,77181462.65975505,134437.8752453397
639,0.0,Hickman Electric & Gas Systems,0,Municipal,Municipal,1210934.4274975471,5395.96428995906
640,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,9104593.21575116,12148.40823652682
641,0.0,Hickman Electric & Gas Systems,0,Municipal,Municipal,65250826.78784799,54911.51846102676
642,0.0,Gibson Electric Membership Corp.,0,TVA,TVA Gibson Electric Membership Corp.,747596932.6011974,100025.85690622649
643,0.0,Murray Electric and Natural Gas Syst,0,Municipal,Municipal,204105689.89879093,83573.83262045427
644,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,76546.7716170377,1063.2511661537924
645,3100.0,South Kentucky R.E.C.C.,200,RECC,RECC South Kentucky R.E.C.C.,814130.5072920219,3368.255036106476
646,3100.0,South Kentucky R.E.C.C.,200,RECC,RECC South Kentucky R.E.C.C.,16589983.151886048,22419.202594098933
647,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,118521001.62781414,62379.91361505546
648,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,70443.6545145116,1018.5317461015778
649,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,18456267.20489875,19652.24724633241
650,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,42748.51467007395,940.5500598595432
651,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,304195.8201824725,2227.7649449467276
652,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,160911.78462814292,1564.1732940411364
653,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,112403880.08474153,106725.69713697681
654,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,499296.1631753134,2697.9346238473563
655,3100.0,South Kentucky R.E.C.C.,200,RECC,RECC South Kentucky R.E.C.C.,6785661.250986192,17347.814201148012
656,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,383950.4863899756,2670.9043844142866
657,3100.0,South Kentucky R.E.C.C.,200,RECC,RECC South Kentucky R.E.C.C.,962148.1727514148,3803.213140349943
658,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,201660649.73487157,83325.83558995785
659,0.0,Jellico Electric & Water System,0,Municipal,Municipal,2366095463.6299825,218009.95324428153
660,3100.0,South Kentucky R.E.C.C.,200,RECC,RECC South Kentucky R.E.C.C.,523885.3702593789,3479.5494006894733
661,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,1521147.5343709223,6998.096100055105
662,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,28842901.11149426,46696.07663769543
663,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,208765.00415205062,1775.260757994395
664,0.0,Franklin Electric Plant Board,0,Municipal,Municipal,245221971.01942444,99511.02683727752
665,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,505147172.4772094,110802.24925708635
666,0.0,Mayfield Electric & Water Systems,0,Municipal,Municipal,265112522.78349593,90675.71143144944
667,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,318716658.7909452,150284.8587003768
668,0.0,Russellville Electric Plant Board,0,Municipal,Municipal,311230242.19115233,76857.06476830061
669,0.0,Benton Electric & Gas Systems,0,Municipal,Municipal,86157305.80239797,90280.95453760629
670,0.0,Hopkinsville Electric System,0,Municipal,Municipal,375168732.0018352,138377.16711176583
671,0.0,Barbourville,0,Municipal,Municipal,354787325.64964664,155609.11217576955
672,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,2113448.3090123055,6227.244409024749
673,0.0,Bardwell City Utilities,0,Municipal,Municipal,18344308.266208023,19144.65088224085
674,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,418555.1639057755,2529.247684709085
675,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,6582793.9144413415,13647.853609265361
676,0.0,Corbin,0,Municipal,Municipal,130656911.46663159,70466.17410061712
677,0.0,Gibson Electric Membership Corp.,0,TVA,TVA Gibson Electric Membership Corp.,13540110461.655909,1135328.8034243847
678,0.0,Tri-County REMC,0,TVA,TVA Tri-County REMC,31719379331.899715,1356237.5086117445
679,0.0,Benham City Utilities,0,Municipal,Municipal,45716803.50776757,23968.9148845555
680,0.0,Bowling Green Municipal,0,Municipal,Municipal,725642316.3816684,216847.92553613783
681,0.0,Glasgow Electric Plant Board,0,Municipal,Municipal,270736848.89225245,109794.03827557623
682,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,20302907013.24551,1175886.2552873222
683,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,173795755.07382375,102011.72730840341
684,0.0,West Kentucky RECC,0,TVA,TVA West Kentucky RECC,35195933801.07583,1514648.4068258328
685,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,13743869.845512344,17119.947990136654
686,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,892788.0423528854,4891.81426915614
687,1300.0,"Cumberland Valley Electric, Inc.",200,RECC,"RECC Cumberland Valley Electric, Inc.",21227672254.118065,1657808.5783652097
688,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,15208450.85608099,17316.99748043224
689,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,1306764.2075141282,5122.3635391860025
690,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,422309983.4302933,283581.6840936248
691,2400.0,Jackson Purchase Energy Corporation,200,RECC,RECC Jackson Purchase Energy Corporation,346169315.2277003,79020.95422859481
692,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,7419111.344384603,17337.326902432447
693,400.0,Kentucky Utilities Company,100,Investor Owned,Investor Owned Kentucky Utilities Company,2360754.2875502566,6031.158515465899
694,1500.0,Farmers R.E.C.C.,200,RECC,RECC Farmers R.E.C.C.,10173244.889759853,11739.156266691018
695,3100.0,South Kentucky R.E.C.C.,200,RECC,RECC South Kentucky R.E.C.C.,471688.50056517613,2581.6676814456437
